stimulus,seed,iteration,observed_probs,observed_ranking,predicted_probs_leaf,predicted_probs_basic,predicted_probs_best,reaction_time,correlation_probs_leaf,correlation_probs_basic,correlation_probs_best,correlation_rank_leaf,correlation_rank_basic,correlation_rank_best
9,950,2,0.27,1,0.25,0.100000001,0.100000001,1.311302185,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
10,950,2,0.95,12,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
11,950,2,0.39,2,0.75,0.916666687,0.916666687,1.263618469,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
12,950,2,0.67,4,0.75,0.899999976,0.75,1.287460327,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
13,950,2,0.81,9,0.75,0.916666687,0.875,1.382827759,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
14,950,2,0.97,15,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
15,950,2,0.92,11,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
16,950,2,0.91,10,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.47361177,0.526470588,0.223529412,-0.041176471
1,950,3,0.72,5,0.75,0.875,0.699999988,1.406669617,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
2,950,3,0.72,6,0.75,0.583333313,0.583333313,1.311302185,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
3,950,3,0.44,3,0.25,0.583333313,0.583333313,1.382827759,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
4,950,3,0.97,13,0.75,0.416666657,0.416666657,1.406669617,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
5,950,3,0.72,7,0.75,0.875,0.699999988,1.287460327,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
6,950,3,0.98,16,0.75,0.875,0.875,1.621246338,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
7,950,3,0.97,14,0.75,0.416666657,0.416666657,1.311302185,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
8,950,3,0.77,8,0.75,0.583333313,0.583333313,1.287460327,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
9,950,3,0.27,1,0.75,0.875,0.699999988,1.192092896,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
10,950,3,0.95,12,0.75,0.583333313,0.833333313,1.192092896,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
11,950,3,0.39,2,0.75,0.875,0.699999988,1.311302185,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
12,950,3,0.67,4,0.75,0.583333313,0.583333313,1.311302185,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
13,950,3,0.81,9,0.75,0.875,0.699999988,1.406669617,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
14,950,3,0.97,15,0.75,0.300000012,0.300000012,1.215934753,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
15,950,3,0.92,11,0.75,0.875,0.699999988,1.382827759,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
16,950,3,0.91,10,0.75,0.583333313,0.583333313,1.192092896,0.186223087,-0.348347454,-0.025277736,0.376470588,-0.185294118,0.132352941
1,950,4,0.72,5,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
2,950,4,0.72,6,0.75,0.899999976,0.75,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
3,950,4,0.44,3,0.75,0.899999976,0.899999976,1.430511475,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
4,950,4,0.97,13,0.75,0.916666687,0.916666687,1.47819519,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
5,950,4,0.72,7,0.75,0.916666687,0.833333313,1.382827759,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
6,950,4,0.98,16,0.75,0.916666687,0.916666687,1.573562622,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
7,950,4,0.97,14,0.75,0.916666687,0.875,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
8,950,4,0.77,8,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
9,950,4,0.27,1,0.25,0.100000001,0.100000001,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
10,950,4,0.95,12,0.75,0.899999976,0.899999976,1.382827759,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
11,950,4,0.39,2,0.75,0.916666687,0.916666687,1.382827759,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
12,950,4,0.67,4,0.75,0.899999976,0.75,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
13,950,4,0.81,9,0.75,0.916666687,0.833333313,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
14,950,4,0.97,15,0.75,0.899999976,0.833333313,1.263618469,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
15,950,4,0.92,11,0.75,0.916666687,0.916666687,1.430511475,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
16,950,4,0.91,10,0.75,0.899999976,0.899999976,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
1,950,5,0.72,5,0.75,0.916666687,0.916666687,1.382827759,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
2,950,5,0.72,6,0.75,0.899999976,0.75,1.311302185,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
3,950,5,0.44,3,0.75,0.899999976,0.899999976,1.382827759,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
4,950,5,0.97,13,0.75,0.916666687,0.916666687,1.47819519,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
5,950,5,0.72,7,0.75,0.916666687,0.833333313,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
6,950,5,0.98,16,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
7,950,5,0.97,14,0.75,0.916666687,0.875,1.311302185,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
8,950,5,0.77,8,0.75,0.899999976,0.899999976,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
9,950,5,0.27,1,0.25,0.100000001,0.100000001,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
10,950,5,0.95,12,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
11,950,5,0.39,2,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
12,950,5,0.67,4,0.75,0.899999976,0.75,1.311302185,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
13,950,5,0.81,9,0.75,0.916666687,0.833333313,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
14,950,5,0.97,15,0.75,0.899999976,0.833333313,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
15,950,5,0.92,11,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
16,950,5,0.91,10,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.471816398,0.526470588,0.223529412,-0.011764706
1,1000,1,0.72,5,0.75,0.785714269,0.785714269,1.525878906,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
2,1000,1,0.72,6,0.25,0.214285716,0.214285716,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
3,1000,1,0.44,3,0.25,0.214285716,0.375,1.311302185,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
4,1000,1,0.97,13,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
5,1000,1,0.72,7,0.75,0.785714269,0.875,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
6,1000,1,0.98,16,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
7,1000,1,0.97,14,0.75,0.785714269,0.833333313,1.621246338,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
8,1000,1,0.77,8,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
9,1000,1,0.27,1,0.25,0.125,0.125,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
10,1000,1,0.95,12,0.75,0.875,0.875,1.287460327,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
11,1000,1,0.39,2,0.25,0.125,0.125,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
12,1000,1,0.67,4,0.75,0.214285716,0.214285716,1.215934753,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
13,1000,1,0.81,9,0.75,0.785714269,0.785714269,1.287460327,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
14,1000,1,0.97,15,0.75,0.875,0.875,1.215934753,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
15,1000,1,0.92,11,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
16,1000,1,0.91,10,0.75,0.875,0.875,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
1,1000,2,0.72,5,0.75,0.785714269,0.833333313,1.47819519,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
2,1000,2,0.72,6,0.25,0.214285716,0.214285716,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
3,1000,2,0.44,3,0.25,0.214285716,0.375,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
4,1000,2,0.97,13,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
5,1000,2,0.72,7,0.75,0.785714269,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
6,1000,2,0.98,16,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
7,1000,2,0.97,14,0.75,0.785714269,0.833333313,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
8,1000,2,0.77,8,0.75,0.875,0.875,1.287460327,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
9,1000,2,0.27,1,0.25,0.125,0.125,1.096725464,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
10,1000,2,0.95,12,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
11,1000,2,0.39,2,0.25,0.125,0.125,1.215934753,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
12,1000,2,0.67,4,0.75,0.214285716,0.214285716,1.287460327,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
13,1000,2,0.81,9,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
14,1000,2,0.97,15,0.75,0.875,0.875,1.215934753,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
15,1000,2,0.92,11,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
16,1000,2,0.91,10,0.75,0.875,0.875,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
1,1000,3,0.72,5,0.75,0.785714269,0.833333313,1.59740448,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
2,1000,3,0.72,6,0.25,0.214285716,0.214285716,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
3,1000,3,0.44,3,0.25,0.214285716,0.375,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
4,1000,3,0.97,13,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
5,1000,3,0.72,7,0.75,0.785714269,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
6,1000,3,0.98,16,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
7,1000,3,0.97,14,0.75,0.785714269,0.833333313,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
8,1000,3,0.77,8,0.75,0.875,0.875,1.168251038,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
9,1000,3,0.27,1,0.25,0.125,0.125,1.215934753,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
10,1000,3,0.95,12,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
11,1000,3,0.39,2,0.25,0.125,0.125,1.096725464,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
12,1000,3,0.67,4,0.75,0.214285716,0.214285716,1.287460327,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
13,1000,3,0.81,9,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
14,1000,3,0.97,15,0.75,0.875,0.875,1.192092896,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
15,1000,3,0.92,11,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
16,1000,3,0.91,10,0.75,0.875,0.875,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
1,1000,4,0.72,5,0.75,0.785714269,0.833333313,1.502037048,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
2,1000,4,0.72,6,0.25,0.214285716,0.214285716,1.287460327,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
3,1000,4,0.44,3,0.25,0.214285716,0.375,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
4,1000,4,0.97,13,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
5,1000,4,0.72,7,0.75,0.785714269,0.875,1.192092896,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
6,1000,4,0.98,16,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
7,1000,4,0.97,14,0.75,0.785714269,0.833333313,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
8,1000,4,0.77,8,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
9,1000,4,0.27,1,0.25,0.125,0.125,1.096725464,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
10,1000,4,0.95,12,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
11,1000,4,0.39,2,0.25,0.125,0.125,1.168251038,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
12,1000,4,0.67,4,0.75,0.214285716,0.214285716,1.311302185,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
13,1000,4,0.81,9,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
14,1000,4,0.97,15,0.75,0.875,0.875,1.192092896,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
15,1000,4,0.92,11,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
16,1000,4,0.91,10,0.75,0.875,0.875,1.382827759,0.539373449,0.488705353,0.467084049,0.582352941,0.629411765,0.464705882
1,1000,5,0.72,5,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
2,1000,5,0.72,6,0.25,0.214285716,0.214285716,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
3,1000,5,0.44,3,0.25,0.214285716,0.375,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
4,1000,5,0.97,13,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
5,1000,5,0.72,7,0.75,0.785714269,0.875,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
6,1000,5,0.98,16,0.75,0.785714269,0.785714269,1.382827759,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
7,1000,5,0.97,14,0.75,0.785714269,0.833333313,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
8,1000,5,0.77,8,0.75,0.875,0.875,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
9,1000,5,0.27,1,0.25,0.125,0.125,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
10,1000,5,0.95,12,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
11,1000,5,0.39,2,0.25,0.125,0.125,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
12,1000,5,0.67,4,0.75,0.214285716,0.214285716,1.287460327,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
13,1000,5,0.81,9,0.75,0.785714269,0.785714269,1.192092896,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
14,1000,5,0.97,15,0.75,0.875,0.875,1.215934753,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
15,1000,5,0.92,11,0.75,0.785714269,0.785714269,1.406669617,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
16,1000,5,0.91,10,0.75,0.875,0.875,1.311302185,0.539373449,0.488705353,0.48497201,0.582352941,0.629411765,0.564705882
1,1050,1,0.72,5,0.25,0.166666672,0.25,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
2,1050,1,0.72,6,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
3,1050,1,0.44,3,0.25,0.75,0.75,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
4,1050,1,0.97,13,0.75,0.899999976,0.899999976,1.263618469,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
5,1050,1,0.72,7,0.75,0.899999976,0.899999976,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
6,1050,1,0.98,16,0.75,0.899999976,0.899999976,1.59740448,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
7,1050,1,0.97,14,0.75,0.25,0.375,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
8,1050,1,0.77,8,0.25,0.75,0.75,1.192092896,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
9,1050,1,0.27,1,0.25,0.166666672,0.25,1.215934753,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
10,1050,1,0.95,12,0.75,0.833333313,0.75,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
11,1050,1,0.39,2,0.25,0.166666672,0.25,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
12,1050,1,0.67,4,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
13,1050,1,0.81,9,0.75,0.899999976,0.899999976,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
14,1050,1,0.97,15,0.75,0.833333313,0.833333313,1.382827759,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
15,1050,1,0.92,11,0.75,0.899999976,0.899999976,1.525878906,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
16,1050,1,0.91,10,0.75,0.833333313,0.75,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
1,1050,2,0.72,5,0.25,0.166666672,0.25,1.382827759,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
2,1050,2,0.72,6,0.75,0.833333313,0.625,1.59740448,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
3,1050,2,0.44,3,0.25,0.75,0.75,1.525878906,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
4,1050,2,0.97,13,0.75,0.899999976,0.899999976,1.47819519,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
5,1050,2,0.72,7,0.75,0.899999976,0.899999976,1.525878906,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
6,1050,2,0.98,16,0.75,0.899999976,0.899999976,1.71661377,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
7,1050,2,0.97,14,0.75,0.25,0.375,1.525878906,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
8,1050,2,0.77,8,0.25,0.75,0.75,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
9,1050,2,0.27,1,0.25,0.166666672,0.25,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
10,1050,2,0.95,12,0.75,0.833333313,0.75,1.47819519,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
11,1050,2,0.39,2,0.25,0.166666672,0.25,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
12,1050,2,0.67,4,0.75,0.833333313,0.625,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
13,1050,2,0.81,9,0.75,0.899999976,0.899999976,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
14,1050,2,0.97,15,0.75,0.833333313,0.833333313,1.525878906,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
15,1050,2,0.92,11,0.75,0.899999976,0.899999976,1.621246338,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
16,1050,2,0.91,10,0.75,0.833333313,0.75,1.573562622,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
1,1050,3,0.72,5,0.25,0.166666672,0.25,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
2,1050,3,0.72,6,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
3,1050,3,0.44,3,0.25,0.75,0.75,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
4,1050,3,0.97,13,0.75,0.899999976,0.899999976,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
5,1050,3,0.72,7,0.75,0.899999976,0.899999976,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
6,1050,3,0.98,16,0.75,0.899999976,0.899999976,1.621246338,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
7,1050,3,0.97,14,0.75,0.25,0.375,1.263618469,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
8,1050,3,0.77,8,0.25,0.75,0.75,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
9,1050,3,0.27,1,0.25,0.166666672,0.25,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
10,1050,3,0.95,12,0.75,0.833333313,0.75,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
11,1050,3,0.39,2,0.25,0.166666672,0.25,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
12,1050,3,0.67,4,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
13,1050,3,0.81,9,0.75,0.899999976,0.899999976,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
14,1050,3,0.97,15,0.75,0.833333313,0.833333313,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
15,1050,3,0.92,11,0.75,0.899999976,0.899999976,1.502037048,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
16,1050,3,0.91,10,0.75,0.833333313,0.75,1.382827759,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
1,1050,4,0.72,5,0.25,0.166666672,0.25,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
2,1050,4,0.72,6,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
3,1050,4,0.44,3,0.25,0.75,0.75,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
4,1050,4,0.97,13,0.75,0.899999976,0.899999976,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
5,1050,4,0.72,7,0.75,0.899999976,0.899999976,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
6,1050,4,0.98,16,0.75,0.899999976,0.899999976,1.621246338,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
7,1050,4,0.97,14,0.75,0.25,0.375,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
8,1050,4,0.77,8,0.25,0.75,0.75,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
9,1050,4,0.27,1,0.25,0.166666672,0.25,1.263618469,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
10,1050,4,0.95,12,0.75,0.833333313,0.75,1.287460327,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
11,1050,4,0.39,2,0.25,0.166666672,0.25,1.192092896,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
12,1050,4,0.67,4,0.75,0.833333313,0.625,1.406669617,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
13,1050,4,0.81,9,0.75,0.899999976,0.899999976,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
14,1050,4,0.97,15,0.75,0.833333313,0.833333313,1.311302185,0.893542031,0.681326029,0.645803262,0.738235294,0.564705882,0.532352941
