seed,epoch,block,stimulus,category,distance,pred_A,pred_B
1,4,4,5,A,4,0.17182667553424835,0.8281733393669128
1,4,4,6,A,5,0.17556467652320862,0.8244353532791138
1,4,4,7,A,6,0.1117999404668808,0.888200044631958
1,4,4,8,B,0,0.1117999404668808,0.888200044631958
1,4,4,9,B,1,0.170427143573761,0.829572856426239
1,4,4,10,B,2,0.18445870280265808,0.8155413269996643
1,4,4,11,B,3,0.18887153267860413,0.8111284375190735
1,4,4,12,B,4,0.8350806832313538,0.1649194210767746
1,4,4,13,B,5,0.8259132504463196,0.17408666014671326
1,4,4,14,B,6,0.9029560089111328,0.09704401344060898
1,4,5,1,A,0,0.9145620465278625,0.08543791621923447
1,4,5,2,A,1,0.8390815854072571,0.16091857850551605
1,4,5,3,A,2,0.8239594101905823,0.17604060471057892
1,4,5,4,A,3,0.8089163303375244,0.19108359515666962
1,4,5,5,A,4,0.16668692231178284,0.8333131074905396
1,4,5,6,A,5,0.16769258677959442,0.8323073983192444
1,4,5,7,A,6,0.10340966284275055,0.8965904116630554
1,4,5,8,B,0,0.10340966284275055,0.8965904116630554
1,4,5,9,B,1,0.16810578107833862,0.8318942189216614
1,4,5,10,B,2,0.1802065372467041,0.8197935223579407
1,4,5,11,B,3,0.18901847302913666,0.8109816908836365
1,4,5,12,B,4,0.8338038325309753,0.16619621217250824
1,4,5,13,B,5,0.8341422080993652,0.1658579260110855
1,4,5,14,B,6,0.9145620465278625,0.08543791621923447
1,4,6,1,A,0,0.9200541973114014,0.07994585484266281
1,4,6,2,A,1,0.8589798212051392,0.14102013409137726
1,4,6,3,A,2,0.827252209186554,0.17274782061576843
1,4,6,4,A,3,0.811693012714386,0.1883070170879364
1,4,6,5,A,4,0.139846071600914,0.8601540327072144
1,4,6,6,A,5,0.14014847576618195,0.8598515391349792
1,4,6,7,A,6,0.09906475245952606,0.900935173034668
1,4,6,8,B,0,0.09906475245952606,0.900935173034668
1,4,6,9,B,1,0.1321190446615219,0.8678808808326721
1,4,6,10,B,2,0.17886528372764587,0.8211346864700317
1,4,6,11,B,3,0.18589352071285248,0.8141065239906311
1,4,6,12,B,4,0.8605546355247498,0.13944531977176666
1,4,6,13,B,5,0.8613841533660889,0.13861583173274994
1,4,6,14,B,6,0.9200541973114014,0.07994585484266281
1,4,7,1,A,0,0.9233474731445312,0.07665245234966278
1,4,7,2,A,1,0.8673314452171326,0.132668599486351
1,4,7,3,A,2,0.830013632774353,0.16998633742332458
1,4,7,4,A,3,0.8102126121520996,0.18978743255138397
1,4,7,5,A,4,0.12637288868427277,0.8736270070075989
1,4,7,6,A,5,0.12030240148305893,0.8796976208686829
1,4,7,7,A,6,0.09636260569095612,0.9036374092102051
1,4,7,8,B,0,0.09636260569095612,0.9036374092102051
1,4,7,9,B,1,0.1266409456729889,0.8733591437339783
1,4,7,10,B,2,0.17550773918628693,0.8244922757148743
1,4,7,11,B,3,0.18368452787399292,0.8163152933120728
1,4,7,12,B,4,0.8739858865737915,0.12601414322853088
1,4,7,13,B,5,0.8750572800636292,0.12494267523288727
1,4,7,14,B,6,0.9233474731445312,0.07665245234966278
1,4,8,1,A,0,0.9255635738372803,0.07443641126155853
1,4,8,2,A,1,0.872222363948822,0.12777771055698395
1,4,8,3,A,2,0.8303439617156982,0.16965609788894653
1,4,8,4,A,3,0.8175854086875916,0.18241474032402039
1,4,8,5,A,4,0.11968621611595154,0.8803138732910156
1,4,8,6,A,5,0.11184608936309814,0.8881539106369019
1,4,8,7,A,6,0.09450794756412506,0.9054918885231018
1,4,8,8,B,0,0.09450794756412506,0.9054918885231018
1,4,8,9,B,1,0.11103116720914841,0.8889688849449158
1,4,8,10,B,2,0.17254853248596191,0.8274514079093933
1,4,8,11,B,3,0.18293090164661407,0.8170689940452576
1,4,8,12,B,4,0.8806535601615906,0.11934635788202286
1,4,8,13,B,5,0.8818414211273193,0.11815855652093887
1,4,8,14,B,6,0.9255635738372803,0.07443641126155853
1,4,9,1,A,0,0.9271635413169861,0.07283647358417511
1,4,9,2,A,1,0.8754998445510864,0.12450020760297775
1,4,9,3,A,2,0.8288027048110962,0.17119728028774261
1,4,9,4,A,3,0.822773814201355,0.177226260304451
1,4,9,5,A,4,0.1155177652835846,0.8844822645187378
1,4,9,6,A,5,0.10684002190828323,0.8931599855422974
1,4,9,7,A,6,0.09315212070941925,0.9068479537963867
1,4,9,8,B,0,0.09315212070941925,0.9068479537963867
1,4,9,9,B,1,0.10666706413030624,0.8933330178260803
1,4,9,10,B,2,0.16990087926387787,0.8300991058349609
1,4,9,11,B,3,0.1776905506849289,0.8223095536231995
1,4,9,12,B,4,0.8848112225532532,0.115188829600811
1,4,9,13,B,5,0.8860698938369751,0.11393019556999207
1,4,9,14,B,6,0.9271635413169861,0.07283647358417511
1,4,10,1,A,0,0.9283755421638489,0.07162436842918396
1,4,10,2,A,1,0.8778706789016724,0.12212937325239182
1,4,10,3,A,2,0.8276482820510864,0.17235173285007477
1,4,10,4,A,3,0.8257354497909546,0.17426453530788422
1,4,10,5,A,4,0.11262492090463638,0.8873751163482666
1,4,10,6,A,5,0.10345786064863205,0.8965420722961426
1,4,10,7,A,6,0.09211605787277222,0.9078839421272278
1,4,10,8,B,0,0.09211605787277222,0.9078839421272278
1,4,10,9,B,1,0.10363738238811493,0.8963626623153687
1,4,10,10,B,2,0.16932234168052673,0.8306776881217957
1,4,10,11,B,3,0.1737360656261444,0.8262640237808228
1,4,10,12,B,4,0.8876969218254089,0.11230315268039703
1,4,10,13,B,5,0.8890037536621094,0.11099623888731003
1,4,10,14,B,6,0.9283755421638489,0.07162436842918396
32,1,1,1,A,0,0.8166128396987915,0.1833871603012085
32,1,1,2,A,1,0.8128713369369507,0.18712857365608215
32,1,1,3,A,2,0.788981556892395,0.21101850271224976
32,1,1,4,A,3,0.7618159651756287,0.23818400502204895
32,1,1,5,A,4,0.35305261611938477,0.6469473838806152
32,1,1,6,A,5,0.19390606880187988,0.8060939908027649
32,1,1,7,A,6,0.18512336909770966,0.8148765563964844
32,1,1,8,B,0,0.18512336909770966,0.8148765563964844
32,1,1,9,B,1,0.1879681497812271,0.8120318651199341
32,1,1,10,B,2,0.2104123830795288,0.7895875573158264
32,1,1,11,B,3,0.23432524502277374,0.7656747698783875
32,1,1,12,B,4,0.5458178520202637,0.4541820287704468
32,1,1,13,B,5,0.8000658750534058,0.19993415474891663
32,1,1,14,B,6,0.8166128396987915,0.1833871603012085
32,1,2,1,A,0,0.8243468403816223,0.17565320432186127
32,1,2,2,A,1,0.825108528137207,0.1748914271593094
32,1,2,3,A,2,0.8301176428794861,0.1698823720216751
32,1,2,4,A,3,0.7779536247253418,0.22204649448394775
32,1,2,5,A,4,0.188231959939003,0.8117679357528687
32,1,2,6,A,5,0.1841542273759842,0.8158458471298218
32,1,2,7,A,6,0.17605803906917572,0.8239419460296631
32,1,2,8,B,0,0.17605803906917572,0.8239419460296631
32,1,2,9,B,1,0.17902949452400208,0.8209705352783203
32,1,2,10,B,2,0.17441584169864655,0.8255841732025146
32,1,2,11,B,3,0.15907685458660126,0.8409230709075928
32,1,2,12,B,4,0.817414402961731,0.18258558213710785
32,1,2,13,B,5,0.8252264857292175,0.17477361857891083
32,1,2,14,B,6,0.8243468403816223,0.17565320432186127
32,1,3,1,A,0,0.8595744371414185,0.14042556285858154
32,1,3,2,A,1,0.8268534541130066,0.1731465458869934
32,1,3,3,A,2,0.8245176076889038,0.17548222839832306
32,1,3,4,A,3,0.8100808262825012,0.1899191439151764
32,1,3,5,A,4,0.15508295595645905,0.8449170589447021
32,1,3,6,A,5,0.17919249832630157,0.8208075165748596
32,1,3,7,A,6,0.1467037945985794,0.8532962203025818
32,1,3,8,B,0,0.1467037945985794,0.8532962203025818
32,1,3,9,B,1,0.17948707938194275,0.8205129504203796
32,1,3,10,B,2,0.1787116378545761,0.8212883472442627
32,1,3,11,B,3,0.18953447043895721,0.8104656338691711
32,1,3,12,B,4,0.8433775305747986,0.156622514128685
32,1,3,13,B,5,0.816303551197052,0.18369640409946442
32,1,3,14,B,6,0.8595744371414185,0.14042556285858154
32,1,4,1,A,0,0.9163784980773926,0.083621546626091
32,1,4,2,A,1,0.8293266892433167,0.17067329585552216
32,1,4,3,A,2,0.8305370211601257,0.16946294903755188
32,1,4,4,A,3,0.802750289440155,0.19724972546100616
32,1,4,5,A,4,0.1699683666229248,0.83003169298172
32,1,4,6,A,5,0.17416836321353912,0.8258315920829773
32,1,4,7,A,6,0.09149224311113358,0.9085078239440918
32,1,4,8,B,0,0.09149224311113358,0.9085078239440918
32,1,4,9,B,1,0.17472802102565765,0.8252720236778259
32,1,4,10,B,2,0.1682373285293579,0.8317627906799316
32,1,4,11,B,3,0.19250117242336273,0.8074986934661865
32,1,4,12,B,4,0.8330283761024475,0.1669716089963913
32,1,4,13,B,5,0.822946310043335,0.17705371975898743
32,1,4,14,B,6,0.9163784980773926,0.083621546626091
32,1,5,1,A,0,0.946071445941925,0.05392860248684883
32,1,5,2,A,1,0.8359205722808838,0.1640794575214386
32,1,5,3,A,2,0.8197472095489502,0.18025270104408264
32,1,5,4,A,3,0.8043821454048157,0.19561779499053955
32,1,5,5,A,4,0.1662706434726715,0.8337293863296509
32,1,5,6,A,5,0.16591154038906097,0.8340884447097778
32,1,5,7,A,6,0.0700993686914444,0.9299006462097168
32,1,5,8,B,0,0.0700993686914444,0.9299006462097168
32,1,5,9,B,1,0.1695961058139801,0.8304039835929871
32,1,5,10,B,2,0.18481089174747467,0.8151891231536865
32,1,5,11,B,3,0.19137142598628998,0.8086286783218384
32,1,5,12,B,4,0.8262280225753784,0.17377200722694397
32,1,5,13,B,5,0.8264428377151489,0.1735570877790451
32,1,5,14,B,6,0.946071445941925,0.05392860248684883
32,1,6,1,A,0,0.9553269743919373,0.04467301443219185
32,1,6,2,A,1,0.8641042709350586,0.13589578866958618
32,1,6,3,A,2,0.8195326924324036,0.180467426776886
32,1,6,4,A,3,0.8124070167541504,0.1875929981470108
32,1,6,5,A,4,0.13949693739414215,0.8605031967163086
32,1,6,6,A,5,0.13865268230438232,0.8613473176956177
32,1,6,7,A,6,0.06226998195052147,0.9377299547195435
32,1,6,8,B,0,0.06226998195052147,0.9377299547195435
32,1,6,9,B,1,0.14224985241889954,0.8577502965927124
32,1,6,10,B,2,0.18884240090847015,0.8111577033996582
32,1,6,11,B,3,0.18841423094272614,0.8115857243537903
32,1,6,12,B,4,0.8494625687599182,0.15053734183311462
32,1,6,13,B,5,0.8500913977622986,0.14990860223770142
32,1,6,14,B,6,0.9553269743919373,0.04467301443219185
32,1,7,1,A,0,0.9602749943733215,0.03972497954964638
32,1,7,2,A,1,0.8928127288818359,0.10718722641468048
32,1,7,3,A,2,0.8171846866607666,0.18281541764736176
32,1,7,4,A,3,0.8181234002113342,0.18187658488750458
32,1,7,5,A,4,0.1122162863612175,0.8877837061882019
32,1,7,6,A,5,0.11087128520011902,0.8891288042068481
32,1,7,7,A,6,0.057939428836107254,0.9420605301856995
32,1,7,8,B,0,0.057939428836107254,0.9420605301856995
32,1,7,9,B,1,0.11438241600990295,0.8856176733970642
32,1,7,10,B,2,0.18160665035247803,0.8183934092521667
32,1,7,11,B,3,0.18416956067085266,0.8158305287361145
32,1,7,12,B,4,0.8763704299926758,0.1236295998096466
32,1,7,13,B,5,0.87748783826828,0.12251216918230057
32,1,7,14,B,6,0.9602749943733215,0.03972497954964638
32,1,8,1,A,0,0.9635156393051147,0.03648441284894943
32,1,8,2,A,1,0.9108552932739258,0.0891447439789772
32,1,8,3,A,2,0.8180474638938904,0.1819525510072708
32,1,8,4,A,3,0.818930447101593,0.18106958270072937
32,1,8,5,A,4,0.08455300331115723,0.9154469966888428
32,1,8,6,A,5,0.08269616961479187,0.9173038601875305
32,1,8,7,A,6,0.05514252185821533,0.9448574185371399
32,1,8,8,B,0,0.05514252185821533,0.9448574185371399
32,1,8,9,B,1,0.08612226694822311,0.9138777256011963
32,1,8,10,B,2,0.18052156269550323,0.819478452205658
32,1,8,11,B,3,0.18532024323940277,0.8146798014640808
32,1,8,12,B,4,0.9036803841590881,0.09631955623626709
32,1,8,13,B,5,0.9052977561950684,0.09470220655202866
32,1,8,14,B,6,0.9635156393051147,0.03648441284894943
32,1,9,1,A,0,0.9657092094421387,0.03429073095321655
32,1,9,2,A,1,0.9181791543960571,0.08182085305452347
32,1,9,3,A,2,0.8231518864631653,0.17684824764728546
32,1,9,4,A,3,0.8176462054252625,0.18235377967357635
32,1,9,5,A,4,0.05975726619362831,0.9402427077293396
32,1,9,6,A,5,0.05744033679366112,0.9425597190856934
32,1,9,7,A,6,0.05317318066954613,0.9468268156051636
32,1,9,8,B,0,0.05317318066954613,0.9468268156051636
32,1,9,9,B,1,0.05755557492375374,0.942444384098053
32,1,9,10,B,2,0.1771492213010788,0.8228508234024048
32,1,9,11,B,3,0.18055294454097748,0.8194469809532166
32,1,9,12,B,4,0.9265258312225342,0.07347428053617477
32,1,9,13,B,5,0.9285619258880615,0.07143808156251907
32,1,9,14,B,6,0.9657092094421387,0.03429073095321655
32,1,10,1,A,0,0.9673342704772949,0.03266565501689911
32,1,10,2,A,1,0.9228022694587708,0.07719766348600388
32,1,10,3,A,2,0.8269973993301392,0.1730027049779892
32,1,10,4,A,3,0.82213294506073,0.17786704003810883
32,1,10,5,A,4,0.04876371845602989,0.9512362480163574
32,1,10,6,A,5,0.04624609276652336,0.9537540078163147
32,1,10,7,A,6,0.05170631408691406,0.9482936859130859
32,1,10,8,B,0,0.05170631408691406,0.9482936859130859
32,1,10,9,B,1,0.046331413090229034,0.9536685943603516
32,1,10,10,B,2,0.17260880768299103,0.8273911476135254
32,1,10,11,B,3,0.17571082711219788,0.8242893218994141
32,1,10,12,B,4,0.9351719617843628,0.064828060567379
32,1,10,13,B,5,0.9373628497123718,0.06263719499111176
32,1,10,14,B,6,0.9673342704772949,0.03266565501689911
32,2,1,1,A,0,0.8124539256095886,0.1875459849834442
32,2,1,2,A,1,0.8000543117523193,0.19994564354419708
32,2,1,3,A,2,0.786354660987854,0.2136453092098236
32,2,1,4,A,3,0.726081371307373,0.2739187777042389
32,2,1,5,A,4,0.3661659359931946,0.6338340640068054
32,2,1,6,A,5,0.19806219637393951,0.8019377589225769
32,2,1,7,A,6,0.18982437252998352,0.8101756572723389
32,2,1,8,B,0,0.18982437252998352,0.8101756572723389
32,2,1,9,B,1,0.19467779994010925,0.8053222298622131
32,2,1,10,B,2,0.21721544861793518,0.7827847003936768
32,2,1,11,B,3,0.23851557075977325,0.7614845037460327
32,2,1,12,B,4,0.6338078379631042,0.36619216203689575
32,2,1,13,B,5,0.8048141002655029,0.19518598914146423
32,2,1,14,B,6,0.8124539256095886,0.1875459849834442
32,2,2,1,A,0,0.8259467482566833,0.17405323684215546
32,2,2,2,A,1,0.8175197839736938,0.18248002231121063
32,2,2,3,A,2,0.8099348545074463,0.19006507098674774
32,2,2,4,A,3,0.8279653191566467,0.17203475534915924
32,2,2,5,A,4,0.1860741227865219,0.8139258027076721
32,2,2,6,A,5,0.1792522370815277,0.8207477927207947
32,2,2,7,A,6,0.17396819591522217,0.8260318040847778
32,2,2,8,B,0,0.17396819591522217,0.8260318040847778
32,2,2,9,B,1,0.17862559854984283,0.8213743567466736
32,2,2,10,B,2,0.16483470797538757,0.83516526222229
32,2,2,11,B,3,0.15650878846645355,0.8434913754463196
32,2,2,12,B,4,0.8140931129455566,0.18590685725212097
32,2,2,13,B,5,0.8196105360984802,0.1803893744945526
32,2,2,14,B,6,0.8259467482566833,0.17405323684215546
32,2,3,1,A,0,0.8566508889198303,0.14334915578365326
32,2,3,2,A,1,0.8202881813049316,0.17971186339855194
32,2,3,3,A,2,0.8208351135253906,0.17916487157344818
32,2,3,4,A,3,0.816038191318512,0.18396201729774475
32,2,3,5,A,4,0.16902616620063782,0.8309738039970398
32,2,3,6,A,5,0.17753155529499054,0.8224682807922363
32,2,3,7,A,6,0.14318960905075073,0.8568103909492493
32,2,3,8,B,0,0.14318960905075073,0.8568103909492493
32,2,3,9,B,1,0.1773652732372284,0.822634756565094
32,2,3,10,B,2,0.18204987049102783,0.8179500699043274
32,2,3,11,B,3,0.18272382020950317,0.817276120185852
32,2,3,12,B,4,0.8310309648513794,0.16896915435791016
32,2,3,13,B,5,0.8208031058311462,0.17919696867465973
32,2,3,14,B,6,0.8566508889198303,0.14334915578365326
32,2,4,1,A,0,0.8726187944412231,0.12738120555877686
32,2,4,2,A,1,0.8249348998069763,0.17506521940231323
32,2,4,3,A,2,0.8229385614395142,0.1770615428686142
32,2,4,4,A,3,0.8118230104446411,0.1881769895553589
32,2,4,5,A,4,0.1685088872909546,0.8314910531044006
32,2,4,6,A,5,0.17381873726844788,0.8261812925338745
32,2,4,7,A,6,0.11926818639039993,0.8807318806648254
32,2,4,8,B,0,0.11926818639039993,0.8807318806648254
32,2,4,9,B,1,0.17745152115821838,0.8225484490394592
32,2,4,10,B,2,0.17618033289909363,0.8238197565078735
32,2,4,11,B,3,0.18568696081638336,0.8143131136894226
32,2,4,12,B,4,0.836850643157959,0.16314929723739624
32,2,4,13,B,5,0.8258316516876221,0.17416836321353912
32,2,4,14,B,6,0.8726187944412231,0.12738120555877686
32,2,5,1,A,0,0.878838837146759,0.12116119265556335
32,2,5,2,A,1,0.8366791009902954,0.163320854306221
32,2,5,3,A,2,0.8304556608200073,0.16954439878463745
32,2,5,4,A,3,0.8156484961509705,0.18435153365135193
32,2,5,5,A,4,0.1691598892211914,0.8308401107788086
32,2,5,6,A,5,0.16886913776397705,0.831130862236023
32,2,5,7,A,6,0.11205855756998062,0.8879415392875671
32,2,5,8,B,0,0.11205855756998062,0.8879415392875671
32,2,5,9,B,1,0.17166835069656372,0.8283315300941467
32,2,5,10,B,2,0.17189918458461761,0.8281009197235107
32,2,5,11,B,3,0.18595466017723083,0.8140453696250916
32,2,5,12,B,4,0.8337293863296509,0.1662706434726715
32,2,5,13,B,5,0.8340884447097778,0.16591154038906097
32,2,5,14,B,6,0.878838837146759,0.12116119265556335
32,2,6,1,A,0,0.8822771310806274,0.11772291362285614
32,2,6,2,A,1,0.8647067546844482,0.13529331982135773
32,2,6,3,A,2,0.8216314315795898,0.17836856842041016
32,2,6,4,A,3,0.8170263171195984,0.18297380208969116
32,2,6,5,A,4,0.1429799199104309,0.8570200800895691
32,2,6,6,A,5,0.14220848679542542,0.8577916026115417
32,2,6,7,A,6,0.10818909108638763,0.8918108940124512
32,2,6,8,B,0,0.10818909108638763,0.8918108940124512
32,2,6,9,B,1,0.14394913613796234,0.856050968170166
32,2,6,10,B,2,0.1736868917942047,0.8263130187988281
32,2,6,11,B,3,0.18334060907363892,0.8166595101356506
32,2,6,12,B,4,0.8525111079216003,0.14748890697956085
32,2,6,13,B,5,0.853204071521759,0.14679591357707977
32,2,6,14,B,6,0.8822771310806274,0.11772291362285614
32,2,7,1,A,0,0.88448166847229,0.11551844328641891
32,2,7,2,A,1,0.8752540946006775,0.12474603950977325
32,2,7,3,A,2,0.8209319114685059,0.17906810343265533
32,2,7,4,A,3,0.8206402063369751,0.1793597936630249
32,2,7,5,A,4,0.13293813169002533,0.8670618534088135
32,2,7,6,A,5,0.13199007511138916,0.8680099248886108
32,2,7,7,A,6,0.10574274510145187,0.8942573070526123
32,2,7,8,B,0,0.10574274510145187,0.8942573070526123
32,2,7,9,B,1,0.13355858623981476,0.8664414882659912
32,2,7,10,B,2,0.17534783482551575,0.8246522545814514
32,2,7,11,B,3,0.1803968846797943,0.8196032047271729
32,2,7,12,B,4,0.8603711724281311,0.1396288424730301
32,2,7,13,B,5,0.8611974120140076,0.138802632689476
32,2,7,14,B,6,0.88448166847229,0.11551844328641891
32,2,8,1,A,0,0.8860218524932861,0.11397821456193924
32,2,8,2,A,1,0.8810172080993652,0.11898277699947357
32,2,8,3,A,2,0.8213484883308411,0.1786515712738037
32,2,8,4,A,3,0.8207358717918396,0.1792641431093216
32,2,8,5,A,4,0.1269608438014984,0.873039186000824
32,2,8,6,A,5,0.12591558694839478,0.8740844130516052
32,2,8,7,A,6,0.1040474995970726,0.8959525227546692
32,2,8,8,B,0,0.1040474995970726,0.8959525227546692
32,2,8,9,B,1,0.12789759039878845,0.8721024394035339
32,2,8,10,B,2,0.17657728493213654,0.8234227299690247
32,2,8,11,B,3,0.176126629114151,0.8238733410835266
32,2,8,12,B,4,0.8649621605873108,0.13503776490688324
32,2,8,13,B,5,0.8658638000488281,0.134136363863945
32,2,8,14,B,6,0.8860218524932861,0.11397821456193924
32,2,9,1,A,0,0.8871610760688782,0.11283894628286362
32,2,9,2,A,1,0.8845863342285156,0.1154136210680008
32,2,9,3,A,2,0.8236757516860962,0.17632430791854858
32,2,9,4,A,3,0.8241551518440247,0.17584489285945892
32,2,9,5,A,4,0.12341050803661346,0.8765894770622253
32,2,9,6,A,5,0.12230660021305084,0.8776933550834656
32,2,9,7,A,6,0.1028003841638565,0.8971995711326599
32,2,9,8,B,0,0.1028003841638565,0.8971995711326599
32,2,9,9,B,1,0.12423498183488846,0.8757649660110474
32,2,9,10,B,2,0.1734200268983841,0.8265800476074219
32,2,9,11,B,3,0.17260222136974335,0.8273977637290955
32,2,9,12,B,4,0.8680315613746643,0.1319684088230133
32,2,9,13,B,5,0.8689820170402527,0.13101807236671448
32,2,9,14,B,6,0.8871610760688782,0.11283894628286362
32,2,10,1,A,0,0.8880388736724854,0.11196114122867584
32,2,10,2,A,1,0.8874030709266663,0.11259693652391434
32,2,10,3,A,2,0.826202929019928,0.17379705607891083
32,2,10,4,A,3,0.8255234360694885,0.17447662353515625
32,2,10,5,A,4,0.12089411169290543,0.8791058659553528
32,2,10,6,A,5,0.11974938958883286,0.8802506327629089
32,2,10,7,A,6,0.10184314101934433,0.8981568813323975
32,2,10,8,B,0,0.10184314101934433,0.8981568813323975
32,2,10,9,B,1,0.12164165079593658,0.8783583641052246
32,2,10,10,B,2,0.17213332653045654,0.8278666734695435
32,2,10,11,B,3,0.17243678867816925,0.8275632858276367
32,2,10,12,B,4,0.8702471852302551,0.12975284457206726
32,2,10,13,B,5,0.8712320923805237,0.1287679225206375
32,2,10,14,B,6,0.8880388736724854,0.11196114122867584
32,3,1,1,A,0,0.8127949237823486,0.18720519542694092
32,3,1,2,A,1,0.80864417552948,0.191355898976326
32,3,1,3,A,2,0.7961922287940979,0.20380771160125732
32,3,1,4,A,3,0.7534719109535217,0.24652811884880066
32,3,1,5,A,4,0.3871888220310211,0.6128111481666565
32,3,1,6,A,5,0.1919875293970108,0.8080124855041504
32,3,1,7,A,6,0.18619304895401,0.8138068914413452
32,3,1,8,B,0,0.18619304895401,0.8138068914413452
32,3,1,9,B,1,0.19676007330417633,0.8032398819923401
32,3,1,10,B,2,0.21184797585010529,0.7881519198417664
32,3,1,11,B,3,0.23821277916431427,0.7617873549461365
32,3,1,12,B,4,0.6571287512779236,0.34287112951278687
32,3,1,13,B,5,0.8128622174263,0.18713779747486115
32,3,1,14,B,6,0.8127949237823486,0.18720519542694092
32,3,2,1,A,0,0.826580286026001,0.1734197437763214
32,3,2,2,A,1,0.8181694746017456,0.18183065950870514
32,3,2,3,A,2,0.837174654006958,0.1628255397081375
32,3,2,4,A,3,0.8374015688896179,0.1625983715057373
32,3,2,5,A,4,0.19116853177547455,0.8088314533233643
32,3,2,6,A,5,0.182077094912529,0.8179229497909546
32,3,2,7,A,6,0.1734052449464798,0.8265947103500366
32,3,2,8,B,0,0.1734052449464798,0.8265947103500366
32,3,2,9,B,1,0.17751027643680573,0.8224897384643555
32,3,2,10,B,2,0.16561560332775116,0.8343845009803772
32,3,2,11,B,3,0.1552015244960785,0.8447985053062439
32,3,2,12,B,4,0.8108705282211304,0.18912936747074127
32,3,2,13,B,5,0.8184652924537659,0.18153485655784607
32,3,2,14,B,6,0.826580286026001,0.1734197437763214
32,3,3,1,A,0,0.8529077768325806,0.1470922976732254
32,3,3,2,A,1,0.825609564781189,0.17439043521881104
32,3,3,3,A,2,0.8296284675598145,0.17037153244018555
32,3,3,4,A,3,0.8136281967163086,0.1863718330860138
32,3,3,5,A,4,0.1757083237171173,0.8242917656898499
32,3,3,6,A,5,0.17835184931755066,0.821648120880127
32,3,3,7,A,6,0.14850321412086487,0.8514967560768127
32,3,3,8,B,0,0.14850321412086487,0.8514967560768127
32,3,3,9,B,1,0.17522601783275604,0.8247740268707275
32,3,3,10,B,2,0.17763012647628784,0.8223699927330017
32,3,3,11,B,3,0.1830558329820633,0.8169441223144531
32,3,3,12,B,4,0.8276579976081848,0.17234204709529877
32,3,3,13,B,5,0.8268135786056519,0.1731865108013153
32,3,3,14,B,6,0.8529077768325806,0.1470922976732254
32,3,4,1,A,0,0.8655696511268616,0.13443030416965485
32,3,4,2,A,1,0.8287882804870605,0.17121168971061707
32,3,4,3,A,2,0.8254831433296204,0.17451678216457367
32,3,4,4,A,3,0.8092803359031677,0.19071964919567108
32,3,4,5,A,4,0.1718413382768631,0.8281586766242981
32,3,4,6,A,5,0.17615726590156555,0.8238427042961121
32,3,4,7,A,6,0.13575685024261475,0.86424320936203
32,3,4,8,B,0,0.13575685024261475,0.86424320936203
32,3,4,9,B,1,0.17064738273620605,0.8293526768684387
32,3,4,10,B,2,0.1799062192440033,0.8200938105583191
32,3,4,11,B,3,0.18794073164463043,0.8120591640472412
32,3,4,12,B,4,0.841854453086853,0.15814563632011414
32,3,4,13,B,5,0.825015664100647,0.1749844253063202
32,3,4,14,B,6,0.8655696511268616,0.13443030416965485
32,3,5,1,A,0,0.8709322214126587,0.12906773388385773
32,3,5,2,A,1,0.832918643951416,0.1670813411474228
32,3,5,3,A,2,0.8306513428688049,0.1693485975265503
32,3,5,4,A,3,0.8111140131950378,0.18888601660728455
32,3,5,5,A,4,0.16670063138008118,0.8332993388175964
32,3,5,6,A,5,0.16774658858776093,0.8322533965110779
32,3,5,7,A,6,0.13037247955799103,0.8696275949478149
32,3,5,8,B,0,0.13037247955799103,0.8696275949478149
32,3,5,9,B,1,0.16087080538272858,0.8391292095184326
32,3,5,10,B,2,0.17002472281455994,0.8299752473831177
32,3,5,11,B,3,0.18588943779468536,0.8141106367111206
32,3,5,12,B,4,0.8326255679130554,0.16737453639507294
32,3,5,13,B,5,0.8334109783172607,0.16658908128738403
32,3,5,14,B,6,0.8709322214126587,0.12906773388385773
32,3,6,1,A,0,0.8739783763885498,0.12602165341377258
32,3,6,2,A,1,0.8461347818374634,0.15386530756950378
32,3,6,3,A,2,0.8285093903541565,0.1714906096458435
32,3,6,4,A,3,0.8140888810157776,0.18591102957725525
32,3,6,5,A,4,0.15373903512954712,0.8462609052658081
32,3,6,6,A,5,0.14346542954444885,0.8565346002578735
32,3,6,7,A,6,0.12731851637363434,0.8726814985275269
32,3,6,8,B,0,0.12731851637363434,0.8726814985275269
32,3,6,9,B,1,0.14722813665866852,0.8527719378471375
32,3,6,10,B,2,0.16832663118839264,0.8316734433174133
32,3,6,11,B,3,0.18384073674678802,0.8161592483520508
32,3,6,12,B,4,0.8563839197158813,0.14361615478992462
32,3,6,13,B,5,0.8525983095169067,0.14740172028541565
32,3,6,14,B,6,0.8739783763885498,0.12602165341377258
32,3,7,1,A,0,0.8759586811065674,0.12404138594865799
32,3,7,2,A,1,0.8525404334068298,0.14745967090129852
32,3,7,3,A,2,0.8263145685195923,0.17368541657924652
32,3,7,4,A,3,0.8162908554077148,0.18370911478996277
32,3,7,5,A,4,0.14743834733963013,0.8525617122650146
32,3,7,6,A,5,0.12638191878795624,0.8736181259155273
32,3,7,7,A,6,0.12533505260944366,0.8746649622917175
32,3,7,8,B,0,0.12533505260944366,0.8746649622917175
32,3,7,9,B,1,0.1405903398990631,0.8594096899032593
32,3,7,10,B,2,0.16805633902549744,0.8319435119628906
