seed,epoch,block,stimulus,category,distance,pred_A,pred_B
64,3,1,2,A,1,0.8117270469665527,0.18827292323112488
64,3,1,3,A,2,0.7810344696044922,0.21896560490131378
64,3,1,4,A,3,0.7465366125106812,0.2534633278846741
64,3,1,5,A,4,0.3521274924278259,0.6478726267814636
64,3,1,6,A,5,0.1886993646621704,0.8113006949424744
64,3,1,7,A,6,0.18427447974681854,0.8157256245613098
64,3,1,8,B,0,0.18427447974681854,0.8157256245613098
64,3,1,9,B,1,0.19434580206871033,0.8056542277336121
64,3,1,10,B,2,0.21060508489608765,0.7893949151039124
64,3,1,11,B,3,0.2445872575044632,0.7554126381874084
64,3,1,12,B,4,0.5620824098587036,0.43791764974594116
64,3,1,13,B,5,0.7964105010032654,0.2035895138978958
64,3,1,14,B,6,0.8150566220283508,0.18494339287281036
64,3,2,1,A,0,0.8273906111717224,0.1726093590259552
64,3,2,2,A,1,0.8207058310508728,0.17929421365261078
64,3,2,3,A,2,0.8318219780921936,0.1681780219078064
64,3,2,4,A,3,0.8320344686508179,0.16796556115150452
64,3,2,5,A,4,0.18271809816360474,0.81728196144104
64,3,2,6,A,5,0.18333885073661804,0.8166612386703491
64,3,2,7,A,6,0.17387521266937256,0.8261248469352722
64,3,2,8,B,0,0.17387521266937256,0.8261248469352722
64,3,2,9,B,1,0.17918387055397034,0.8208160996437073
64,3,2,10,B,2,0.1673123836517334,0.8326876163482666
64,3,2,11,B,3,0.16380608081817627,0.8361939191818237
64,3,2,12,B,4,0.8163937330245972,0.18360638618469238
64,3,2,13,B,5,0.822155773639679,0.17784427106380463
64,3,2,14,B,6,0.8273906111717224,0.1726093590259552
64,3,3,1,A,0,0.861086905002594,0.1389131397008896
64,3,3,2,A,1,0.8256245255470276,0.17437544465065002
64,3,3,3,A,2,0.8293699026107788,0.1706300675868988
64,3,3,4,A,3,0.819678008556366,0.18032193183898926
64,3,3,5,A,4,0.1615784615278244,0.8384215831756592
64,3,3,6,A,5,0.17933624982833862,0.8206638097763062
64,3,3,7,A,6,0.14008605480194092,0.8599140644073486
64,3,3,8,B,0,0.14008605480194092,0.8599140644073486
64,3,3,9,B,1,0.18129834532737732,0.8187017440795898
64,3,3,10,B,2,0.1747874915599823,0.8252125382423401
64,3,3,11,B,3,0.187812939286232,0.8121870160102844
64,3,3,12,B,4,0.8287433981895447,0.17125673592090607
64,3,3,13,B,5,0.8198317885398865,0.1801682412624359
64,3,3,14,B,6,0.861086905002594,0.1389131397008896
64,3,4,1,A,0,0.8815820217132568,0.11841806024312973
64,3,4,2,A,1,0.82728511095047,0.1727149337530136
64,3,4,3,A,2,0.8281828761100769,0.17181724309921265
64,3,4,4,A,3,0.814603865146637,0.18539616465568542
64,3,4,5,A,4,0.16230934858322144,0.8376906514167786
64,3,4,6,A,5,0.17520414292812347,0.8247957825660706
64,3,4,7,A,6,0.10451880097389221,0.8954811692237854
64,3,4,8,B,0,0.10451880097389221,0.8954811692237854
64,3,4,9,B,1,0.17484958469867706,0.8251503109931946
64,3,4,10,B,2,0.18003635108470917,0.8199637532234192
64,3,4,11,B,3,0.1914801150560379,0.8085199594497681
64,3,4,12,B,4,0.8348639011383057,0.16513609886169434
64,3,4,13,B,5,0.8258317112922668,0.1741683930158615
64,3,4,14,B,6,0.8815820217132568,0.11841806024312973
64,3,5,1,A,0,0.8887488842010498,0.11125108599662781
64,3,5,2,A,1,0.8329280018806458,0.16707193851470947
64,3,5,3,A,2,0.8279233574867249,0.1720765233039856
64,3,5,4,A,3,0.8165768384933472,0.1834232360124588
64,3,5,5,A,4,0.16529014706611633,0.8347099423408508
64,3,5,6,A,5,0.16876304149627686,0.8312369585037231
64,3,5,7,A,6,0.09468616545200348,0.9053138494491577
64,3,5,8,B,0,0.09468616545200348,0.9053138494491577
64,3,5,9,B,1,0.16877667605876923,0.8312234282493591
64,3,5,10,B,2,0.17171262204647064,0.8282874226570129
64,3,5,11,B,3,0.18905413150787354,0.8109459280967712
64,3,5,12,B,4,0.8337293863296509,0.1662706583738327
64,3,5,13,B,5,0.8340884447097778,0.16591152548789978
64,3,5,14,B,6,0.8887488842010498,0.11125108599662781
64,3,6,1,A,0,0.8925990462303162,0.10740090161561966
64,3,6,2,A,1,0.8521580100059509,0.1478419303894043
64,3,6,3,A,2,0.8216502070426941,0.17834973335266113
64,3,6,4,A,3,0.8171783089637756,0.18282164633274078
64,3,6,5,A,4,0.14661523699760437,0.8533847332000732
64,3,6,6,A,5,0.14935316145420074,0.8506468534469604
64,3,6,7,A,6,0.08980351686477661,0.9101965427398682
64,3,6,8,B,0,0.08980351686477661,0.9101965427398682
64,3,6,9,B,1,0.15546153485774994,0.8445385098457336
64,3,6,10,B,2,0.16958807408809662,0.8304119110107422
64,3,6,11,B,3,0.18598031997680664,0.8140197396278381
64,3,6,12,B,4,0.860503077507019,0.13949693739414215
64,3,6,13,B,5,0.8613473176956177,0.13865268230438232
64,3,6,14,B,6,0.8925990462303162,0.10740090161561966
64,3,7,1,A,0,0.895034670829773,0.10496531426906586
64,3,7,2,A,1,0.8601770997047424,0.13982294499874115
64,3,7,3,A,2,0.8217086791992188,0.17829135060310364
64,3,7,4,A,3,0.8189575672149658,0.18104250729084015
64,3,7,5,A,4,0.13879527151584625,0.8612047433853149
64,3,7,6,A,5,0.14127624034881592,0.8587237000465393
64,3,7,7,A,6,0.08682118356227875,0.9131787419319153
64,3,7,8,B,0,0.08682118356227875,0.9131787419319153
64,3,7,9,B,1,0.14902526140213013,0.8509747982025146
64,3,7,10,B,2,0.17171281576156616,0.8282871246337891
64,3,7,11,B,3,0.18377166986465454,0.816228449344635
64,3,7,12,B,4,0.8739455938339233,0.12605434656143188
64,3,7,13,B,5,0.8750287294387817,0.12497122585773468
64,3,7,14,B,6,0.895034670829773,0.10496531426906586
64,3,8,1,A,0,0.8967230319976807,0.10327692329883575
64,3,8,2,A,1,0.8648492097854614,0.13515087962150574
64,3,8,3,A,2,0.8246585726737976,0.17534150183200836
64,3,8,4,A,3,0.8207733035087585,0.17922668159008026
64,3,8,5,A,4,0.13422566652297974,0.8657743334770203
64,3,8,6,A,5,0.13657744228839874,0.8634224534034729
64,3,8,7,A,6,0.08479493856430054,0.9152050614356995
64,3,8,8,B,0,0.08479493856430054,0.9152050614356995
64,3,8,9,B,1,0.14509114623069763,0.8549088835716248
64,3,8,10,B,2,0.1734350025653839,0.8265650272369385
64,3,8,11,B,3,0.18286700546741486,0.8171329498291016
64,3,8,12,B,4,0.8806199431419373,0.11938007920980453
64,3,8,13,B,5,0.8818176984786987,0.11818238347768784
64,3,8,14,B,6,0.8967230319976807,0.10327692329883575
64,3,9,1,A,0,0.8979654908180237,0.10203449428081512
64,3,9,2,A,1,0.8679667115211487,0.1320333629846573
64,3,9,3,A,2,0.8284186720848083,0.17158143222332
64,3,9,4,A,3,0.8249475359916687,0.17505237460136414
64,3,9,5,A,4,0.13116969168186188,0.8688303232192993
64,3,9,6,A,5,0.13344572484493256,0.8665542602539062
64,3,9,7,A,6,0.08332329988479614,0.9166767597198486
64,3,9,8,B,0,0.08332329988479614,0.9166767597198486
64,3,9,9,B,1,0.14240263402462006,0.8575974106788635
64,3,9,10,B,2,0.1746988147497177,0.8253012299537659
64,3,9,11,B,3,0.17763350903987885,0.82236647605896
64,3,9,12,B,4,0.8847817778587341,0.1152181401848793
64,3,9,13,B,5,0.886049211025238,0.11395083367824554
64,3,9,14,B,6,0.8979654908180237,0.10203449428081512
64,3,10,1,A,0,0.8989192843437195,0.10108067095279694
64,3,10,2,A,1,0.8702135682106018,0.1297864019870758
64,3,10,3,A,2,0.829058825969696,0.17094120383262634
64,3,10,4,A,3,0.8259031772613525,0.17409679293632507
64,3,10,5,A,4,0.1289631873369217,0.8710368275642395
64,3,10,6,A,5,0.13119059801101685,0.8688094615936279
64,3,10,7,A,6,0.0822039246559143,0.9177960753440857
64,3,10,8,B,0,0.0822039246559143,0.9177960753440857
64,3,10,9,B,1,0.1404370665550232,0.8595629334449768
64,3,10,10,B,2,0.17558997869491577,0.8244100213050842
64,3,10,11,B,3,0.17463789880275726,0.8253620266914368
64,3,10,12,B,4,0.8876708745956421,0.11232917755842209
64,3,10,13,B,5,0.8889855146408081,0.11101453006267548
64,3,10,14,B,6,0.8989192843437195,0.10108067095279694
64,4,1,1,A,0,0.8170526623725891,0.18294736742973328
64,4,1,2,A,1,0.8108917474746704,0.18910831212997437
64,4,1,3,A,2,0.7988126277923584,0.20118741691112518
64,4,1,4,A,3,0.7021322846412659,0.2978677749633789
64,4,1,5,A,4,0.36833733320236206,0.6316627860069275
64,4,1,6,A,5,0.20513342320919037,0.794866681098938
64,4,1,7,A,6,0.1878989338874817,0.8121010661125183
64,4,1,8,B,0,0.1878989338874817,0.8121010661125183
64,4,1,9,B,1,0.18944263458251953,0.8105574250221252
64,4,1,10,B,2,0.2167263776063919,0.7832736372947693
64,4,1,11,B,3,0.24831828474998474,0.7516817450523376
64,4,1,12,B,4,0.6397154331207275,0.3602845072746277
64,4,1,13,B,5,0.8045206069946289,0.1954793483018875
64,4,1,14,B,6,0.8170526623725891,0.18294736742973328
64,4,2,1,A,0,0.8300050497055054,0.16999495029449463
64,4,2,2,A,1,0.8277153968811035,0.17228464782238007
64,4,2,3,A,2,0.835539698600769,0.1644604504108429
64,4,2,4,A,3,0.8449257612228394,0.15507416427135468
64,4,2,5,A,4,0.25664010643959045,0.7433599233627319
64,4,2,6,A,5,0.18814393877983093,0.8118560314178467
64,4,2,7,A,6,0.1721094399690628,0.8278905749320984
64,4,2,8,B,0,0.1721094399690628,0.8278905749320984
64,4,2,9,B,1,0.1825762838125229,0.8174237608909607
64,4,2,10,B,2,0.1552276909351349,0.8447722792625427
64,4,2,11,B,3,0.18125370144844055,0.8187463283538818
64,4,2,12,B,4,0.8172874450683594,0.1827126145362854
64,4,2,13,B,5,0.8226085305213928,0.17739132046699524
64,4,2,14,B,6,0.8300050497055054,0.16999495029449463
64,4,3,1,A,0,0.8565163016319275,0.1434836983680725
64,4,3,2,A,1,0.8234042525291443,0.17659558355808258
64,4,3,3,A,2,0.8208485841751099,0.17915137112140656
64,4,3,4,A,3,0.816685140132904,0.18331493437290192
64,4,3,5,A,4,0.16118066012859344,0.8388193249702454
64,4,3,6,A,5,0.17716960608959198,0.8228303790092468
64,4,3,7,A,6,0.1477770209312439,0.8522230982780457
64,4,3,8,B,0,0.1477770209312439,0.8522230982780457
64,4,3,9,B,1,0.18032236397266388,0.8196776509284973
64,4,3,10,B,2,0.17756523191928864,0.8224348425865173
64,4,3,11,B,3,0.18894876539707184,0.8110512495040894
64,4,3,12,B,4,0.8501595854759216,0.14984042942523956
64,4,3,13,B,5,0.8197199702262878,0.18028005957603455
64,4,3,14,B,6,0.8565163016319275,0.1434836983680725
64,4,4,1,A,0,0.8724685311317444,0.12753142416477203
64,4,4,2,A,1,0.8275925517082214,0.1724073886871338
64,4,4,3,A,2,0.8196032047271729,0.1803969293832779
64,4,4,4,A,3,0.8098735213279724,0.19012653827667236
64,4,4,5,A,4,0.16077451407909393,0.8392255306243896
64,4,4,6,A,5,0.17328496277332306,0.8267150521278381
64,4,4,7,A,6,0.13446897268295288,0.8655310273170471
64,4,4,8,B,0,0.13446897268295288,0.8655310273170471
64,4,4,9,B,1,0.1752561628818512,0.8247438669204712
64,4,4,10,B,2,0.17741259932518005,0.8225874900817871
64,4,4,11,B,3,0.19148042798042297,0.8085196018218994
64,4,4,12,B,4,0.83586585521698,0.1641341894865036
64,4,4,13,B,5,0.8257846832275391,0.17421521246433258
64,4,4,14,B,6,0.8724685311317444,0.12753142416477203
64,4,5,1,A,0,0.8786783218383789,0.12132169306278229
64,4,5,2,A,1,0.8392178416252136,0.16078215837478638
64,4,5,3,A,2,0.8231549263000488,0.1768449991941452
64,4,5,4,A,3,0.8112974762916565,0.18870249390602112
64,4,5,5,A,4,0.1680637001991272,0.8319363594055176
64,4,5,6,A,5,0.16754215955734253,0.8324579000473022
64,4,5,7,A,6,0.1291128396987915,0.8708871603012085
64,4,5,8,B,0,0.1291128396987915,0.8708871603012085
64,4,5,9,B,1,0.1669921875,0.8330078721046448
64,4,5,10,B,2,0.17218753695487976,0.8278124332427979
64,4,5,11,B,3,0.1883973926305771,0.8116027116775513
64,4,5,12,B,4,0.8336727023124695,0.16632717847824097
64,4,5,13,B,5,0.8340572118759155,0.16594278812408447
64,4,5,14,B,6,0.8786783218383789,0.12132169306278229
64,4,6,1,A,0,0.8821091055870056,0.1178908571600914
64,4,6,2,A,1,0.8673744797706604,0.1326255053281784
64,4,6,3,A,2,0.8214297890663147,0.17857040464878082
64,4,6,4,A,3,0.8148284554481506,0.18517158925533295
64,4,6,5,A,4,0.141556516289711,0.8584434986114502
64,4,6,6,A,5,0.14001373946666718,0.8599863052368164
64,4,6,7,A,6,0.12607116997241974,0.8739289045333862
64,4,6,8,B,0,0.12607116997241974,0.8739289045333862
64,4,6,9,B,1,0.13955307006835938,0.8604470491409302
64,4,6,10,B,2,0.17572057247161865,0.8242795467376709
64,4,6,11,B,3,0.1848117709159851,0.8151881694793701
64,4,6,12,B,4,0.8604552149772644,0.13954485952854156
64,4,6,13,B,5,0.8613232970237732,0.138676717877388
64,4,6,14,B,6,0.8821091055870056,0.1178908571600914
64,4,7,1,A,0,0.884307861328125,0.11569204926490784
64,4,7,2,A,1,0.8815088868141174,0.11849115788936615
64,4,7,3,A,2,0.8222596645355225,0.17774026095867157
64,4,7,4,A,3,0.8167314529418945,0.18326862156391144
64,4,7,5,A,4,0.13157859444618225,0.8684214949607849
64,4,7,6,A,5,0.1262141466140747,0.8737857937812805
64,4,7,7,A,6,0.12409409135580063,0.8759058713912964
64,4,7,8,B,0,0.12409409135580063,0.8759058713912964
64,4,7,9,B,1,0.1257944256067276,0.8742055296897888
64,4,7,10,B,2,0.1783510446548462,0.8216490149497986
64,4,7,11,B,3,0.18272966146469116,0.8172703981399536
64,4,7,12,B,4,0.8673668503761292,0.13263319432735443
64,4,7,13,B,5,0.8683472871780396,0.13165275752544403
64,4,7,14,B,6,0.884307861328125,0.11569204926490784
64,4,8,1,A,0,0.8858436942100525,0.11415623873472214
64,4,8,2,A,1,0.8885233402252197,0.11147665232419968
64,4,8,3,A,2,0.8253563046455383,0.17464366555213928
64,4,8,4,A,3,0.81694096326828,0.18305911123752594
64,4,8,5,A,4,0.1261262148618698,0.873873770236969
64,4,8,6,A,5,0.11938145756721497,0.8806185722351074
64,4,8,7,A,6,0.12270115315914154,0.877298891544342
64,4,8,8,B,0,0.12270115315914154,0.877298891544342
64,4,8,9,B,1,0.1189788430929184,0.88102126121521
64,4,8,10,B,2,0.17536891996860504,0.8246312141418457
64,4,8,11,B,3,0.18329714238643646,0.8167028427124023
64,4,8,12,B,4,0.8728734850883484,0.12712641060352325
64,4,8,13,B,5,0.8739442825317383,0.12605583667755127
64,4,8,14,B,6,0.8858436942100525,0.11415623873472214
64,4,9,1,A,0,0.8869794011116028,0.11302057653665543
64,4,9,2,A,1,0.8928958773612976,0.10710404813289642
64,4,9,3,A,2,0.8281450271606445,0.1718548983335495
64,4,9,4,A,3,0.8214610815048218,0.1785389482975006
64,4,9,5,A,4,0.12259158492088318,0.8774083852767944
64,4,9,6,A,5,0.11512947827577591,0.8848705887794495
64,4,9,7,A,6,0.12166504561901093,0.8783349394798279
64,4,9,8,B,0,0.12166504561901093,0.8783349394798279
64,4,9,9,B,1,0.11473610252141953,0.8852639198303223
64,4,9,10,B,2,0.17388907074928284,0.8261110186576843
64,4,9,11,B,3,0.17870831489562988,0.8212916851043701
64,4,9,12,B,4,0.8764435648918152,0.12355639785528183
64,4,9,13,B,5,0.877570629119873,0.12242935597896576
64,4,9,14,B,6,0.8869794011116028,0.11302057653665543
64,4,10,1,A,0,0.887854278087616,0.11214569956064224
64,4,10,2,A,1,0.8959303498268127,0.10406962782144547
64,4,10,3,A,2,0.830666184425354,0.1693337857723236
64,4,10,4,A,3,0.8239594101905823,0.17604048550128937
64,4,10,5,A,4,0.12008547782897949,0.8799145221710205
64,4,10,6,A,5,0.11218271404504776,0.8878173232078552
64,4,10,7,A,6,0.12086344510316849,0.8791365623474121
64,4,10,8,B,0,0.12086344510316849,0.8791365623474121
64,4,10,9,B,1,0.1117950826883316,0.8882049322128296
64,4,10,10,B,2,0.17232413589954376,0.8276758193969727
64,4,10,11,B,3,0.17614316940307617,0.8238569498062134
64,4,10,12,B,4,0.8789751529693604,0.12102487683296204
64,4,10,13,B,5,0.8801411390304565,0.11985889822244644
64,4,10,14,B,6,0.887854278087616,0.11214569956064224
128,1,1,1,A,0,0.8199917078018188,0.18000836670398712
128,1,1,2,A,1,0.8059250712394714,0.1940748244524002
128,1,1,3,A,2,0.7910473942756653,0.2089526206254959
128,1,1,4,A,3,0.7520626783370972,0.24793730676174164
128,1,1,5,A,4,0.45098865032196045,0.5490114092826843
128,1,1,6,A,5,0.19660544395446777,0.8033944964408875
128,1,1,7,A,6,0.18805010616779327,0.8119497895240784
128,1,1,8,B,0,0.18805010616779327,0.8119497895240784
128,1,1,9,B,1,0.19533607363700867,0.8046639561653137
128,1,1,10,B,2,0.21359102427959442,0.7864089012145996
128,1,1,11,B,3,0.2442370355129242,0.7557629942893982
128,1,1,12,B,4,0.6571751236915588,0.342824786901474
128,1,1,13,B,5,0.8136045932769775,0.18639545142650604
128,1,1,14,B,6,0.8199917078018188,0.18000836670398712
128,1,2,1,A,0,0.8253808617591858,0.17461909353733063
128,1,2,2,A,1,0.8187717199325562,0.18122822046279907
128,1,2,3,A,2,0.8320321440696716,0.16796785593032837
128,1,2,4,A,3,0.8385221362113953,0.16147787868976593
128,1,2,5,A,4,0.18572096526622772,0.8142792582511902
128,1,2,6,A,5,0.17999228835105896,0.8200078010559082
128,1,2,7,A,6,0.1769336462020874,0.8230663537979126
128,1,2,8,B,0,0.1769336462020874,0.8230663537979126
128,1,2,9,B,1,0.1799279898405075,0.8200721740722656
128,1,2,10,B,2,0.15941913425922394,0.8405808806419373
128,1,2,11,B,3,0.1744154691696167,0.8255845904350281
128,1,2,12,B,4,0.8179885149002075,0.18201150000095367
128,1,2,13,B,5,0.8246384263038635,0.17536166310310364
128,1,2,14,B,6,0.8253808617591858,0.17461909353733063
128,1,3,1,A,0,0.8600736856460571,0.13992637395858765
128,1,3,2,A,1,0.8209108114242554,0.17908929288387299
128,1,3,3,A,2,0.8217896819114685,0.17821021378040314
128,1,3,4,A,3,0.8195224404335022,0.18047764897346497
128,1,3,5,A,4,0.1612667292356491,0.8387333750724792
128,1,3,6,A,5,0.17662423849105835,0.8233757615089417
128,1,3,7,A,6,0.14666397869586945,0.8533360362052917
128,1,3,8,B,0,0.14666397869586945,0.8533360362052917
128,1,3,9,B,1,0.1759367436170578,0.8240631818771362
128,1,3,10,B,2,0.179051473736763,0.820948600769043
128,1,3,11,B,3,0.1885683387517929,0.8114317655563354
128,1,3,12,B,4,0.8453704118728638,0.1546296626329422
128,1,3,13,B,5,0.8264330625534058,0.17356696724891663
128,1,3,14,B,6,0.8600736856460571,0.13992637395858765
128,1,4,1,A,0,0.9023474454879761,0.0976526215672493
128,1,4,2,A,1,0.8265323638916016,0.17346756160259247
128,1,4,3,A,2,0.8225103616714478,0.17748960852622986
128,1,4,4,A,3,0.8101806044578552,0.1898193210363388
128,1,4,5,A,4,0.16188852488994598,0.8381115794181824
128,1,4,6,A,5,0.1748601198196411,0.8251399397850037
128,1,4,7,A,6,0.09101953357458115,0.9089804887771606
128,1,4,8,B,0,0.09101953357458115,0.9089804887771606
128,1,4,9,B,1,0.16901400685310364,0.8309860229492188
128,1,4,10,B,2,0.1776760220527649,0.8223240971565247
128,1,4,11,B,3,0.19079577922821045,0.8092041015625
128,1,4,12,B,4,0.8354805111885071,0.1645195335149765
128,1,4,13,B,5,0.8296600580215454,0.1703399419784546
128,1,4,14,B,6,0.9023474454879761,0.0976526215672493
128,1,5,1,A,0,0.9139954447746277,0.08600462228059769
128,1,5,2,A,1,0.8321498036384583,0.1678503006696701
128,1,5,3,A,2,0.8220579028129578,0.17794205248355865
128,1,5,4,A,3,0.807535707950592,0.19246433675289154
128,1,5,5,A,4,0.16987718641757965,0.8301228880882263
128,1,5,6,A,5,0.16768977046012878,0.8323103189468384
128,1,5,7,A,6,0.0776374414563179,0.9223625063896179
128,1,5,8,B,0,0.0776374414563179,0.9223625063896179
128,1,5,9,B,1,0.15978090465068817,0.8402190208435059
128,1,5,10,B,2,0.17193005979061127,0.8280699253082275
128,1,5,11,B,3,0.1893918663263321,0.8106082081794739
128,1,5,12,B,4,0.833299458026886,0.1667006015777588
128,1,5,13,B,5,0.8392652869224548,0.1607348471879959
128,1,5,14,B,6,0.9139954447746277,0.08600462228059769
128,1,6,1,A,0,0.9194953441619873,0.08050456643104553
128,1,6,2,A,1,0.8597227931022644,0.14027731120586395
128,1,6,3,A,2,0.8214921355247498,0.17850804328918457
128,1,6,4,A,3,0.8116592764854431,0.18834075331687927
128,1,6,5,A,4,0.15373903512954712,0.8462609052658081
128,1,6,6,A,5,0.1544388234615326,0.8455612063407898
128,1,6,7,A,6,0.07141899317502975,0.9285809993743896
128,1,6,8,B,0,0.07141899317502975,0.9285809993743896
128,1,6,9,B,1,0.1400836706161499,0.8599163889884949
128,1,6,10,B,2,0.1774010956287384,0.8225990533828735
128,1,6,11,B,3,0.1871395856142044,0.8128606081008911
128,1,6,12,B,4,0.8521254062652588,0.1478745937347412
128,1,6,13,B,5,0.8528640866279602,0.1471358984708786
128,1,6,14,B,6,0.9194953441619873,0.08050456643104553
128,1,7,1,A,0,0.922788679599762,0.07721124589443207
128,1,7,2,A,1,0.8679538369178772,0.1320461630821228
128,1,7,3,A,2,0.8215843439102173,0.17841565608978271
128,1,7,4,A,3,0.8143625855445862,0.18563739955425262
128,1,7,5,A,4,0.14743834733963013,0.8525617122650146
128,1,7,6,A,5,0.14801914989948273,0.8519808650016785
128,1,7,7,A,6,0.06777884066104889,0.9322211742401123
128,1,7,8,B,0,0.06777884066104889,0.9322211742401123
128,1,7,9,B,1,0.13180992007255554,0.8681900501251221
128,1,7,10,B,2,0.18223854899406433,0.8177614212036133
128,1,7,11,B,3,0.1820390522480011,0.8179610371589661
128,1,7,12,B,4,0.8599995374679565,0.14000053703784943
128,1,7,13,B,5,0.8594754338264465,0.14052458107471466
128,1,7,14,B,6,0.922788679599762,0.07721124589443207
128,1,8,1,A,0,0.9250022172927856,0.07499764859676361
128,1,8,2,A,1,0.872763454914093,0.12723655998706818
128,1,8,3,A,2,0.8245754241943359,0.17542457580566406
128,1,8,4,A,3,0.8143064975738525,0.18569353222846985
128,1,8,5,A,4,0.1435713917016983,0.8564285635948181
128,1,8,6,A,5,0.14408886432647705,0.855911135673523
128,1,8,7,A,6,0.06536097079515457,0.9346390962600708
128,1,8,8,B,0,0.06536097079515457,0.9346390962600708
128,1,8,9,B,1,0.12696269154548645,0.8730372786521912
128,1,8,10,B,2,0.18303045630455017,0.8169695734977722
128,1,8,11,B,3,0.18300192058086395,0.8169981837272644
128,1,8,12,B,4,0.8645969033241272,0.1354030817747116
128,1,8,13,B,5,0.8635334372520447,0.1364666372537613
128,1,8,14,B,6,0.9250022172927856,0.07499764859676361
128,1,9,1,A,0,0.9265990853309631,0.0734008401632309
128,1,9,2,A,1,0.8759797811508179,0.12402021884918213
128,1,9,3,A,2,0.8273160457611084,0.17268389463424683
128,1,9,4,A,3,0.8191118240356445,0.18088825047016144
128,1,9,5,A,4,0.14092057943344116,0.8590793609619141
128,1,9,6,A,5,0.14139966666698456,0.8586003184318542
128,1,9,7,A,6,0.06362949311733246,0.9363704323768616
128,1,9,8,B,0,0.06362949311733246,0.9363704323768616
128,1,9,9,B,1,0.12371394038200378,0.8762861490249634
128,1,9,10,B,2,0.1777370274066925,0.8222630023956299
128,1,9,11,B,3,0.17949092388153076,0.8205088973045349
128,1,9,12,B,4,0.8676695823669434,0.13233040273189545
128,1,9,13,B,5,0.8663153648376465,0.1336846798658371
128,1,9,14,B,6,0.9265990853309631,0.0734008401632309
128,1,10,1,A,0,0.9278081059455872,0.07219186425209045
128,1,10,2,A,1,0.8783019781112671,0.1216980516910553
128,1,10,3,A,2,0.8276320099830627,0.17236801981925964
128,1,10,4,A,3,0.8205215334892273,0.17947861552238464
128,1,10,5,A,4,0.13897782564163208,0.8610221743583679
128,1,10,6,A,5,0.13943174481391907,0.8605682253837585
128,1,10,7,A,6,0.06232511252164841,0.9376749396324158
128,1,10,8,B,0,0.06232511252164841,0.9376749396324158
128,1,10,9,B,1,0.12136385589838028,0.8786361217498779
128,1,10,10,B,2,0.17585799098014832,0.8241420388221741
128,1,10,11,B,3,0.17718476057052612,0.8228152990341187
128,1,10,12,B,4,0.8698869943618774,0.13011297583580017
128,1,10,13,B,5,0.8683542609214783,0.13164566457271576
128,1,10,14,B,6,0.9278081059455872,0.07219186425209045
128,2,1,1,A,0,0.8124290704727173,0.18757106363773346
128,2,1,2,A,1,0.8078246116638184,0.19217538833618164
128,2,1,3,A,2,0.7977082133293152,0.20229166746139526
128,2,1,4,A,3,0.7378718852996826,0.2621282637119293
128,2,1,5,A,4,0.3216244876384735,0.6783754825592041
128,2,1,6,A,5,0.19460509717464447,0.8053949475288391
128,2,1,7,A,6,0.18871352076530457,0.8112865090370178
128,2,1,8,B,0,0.18871352076530457,0.8112865090370178
128,2,1,9,B,1,0.19927199184894562,0.8007280826568604
128,2,1,10,B,2,0.21702612936496735,0.7829738855361938
128,2,1,11,B,3,0.23959407210350037,0.760405957698822
128,2,1,12,B,4,0.6729817986488342,0.32701802253723145
128,2,1,13,B,5,0.7947975993156433,0.2052023559808731
128,2,1,14,B,6,0.8124290704727173,0.18757106363773346
128,2,2,1,A,0,0.826056182384491,0.173943892121315
128,2,2,2,A,1,0.8162745833396912,0.18372540175914764
128,2,2,3,A,2,0.8330318927764893,0.16696807742118835
128,2,2,4,A,3,0.8327853679656982,0.16721463203430176
128,2,2,5,A,4,0.17802715301513672,0.8219730257987976
128,2,2,6,A,5,0.18467244505882263,0.8153275847434998
128,2,2,7,A,6,0.17466771602630615,0.8253322243690491
128,2,2,8,B,0,0.17466771602630615,0.8253322243690491
128,2,2,9,B,1,0.17807959020137787,0.8219203948974609
128,2,2,10,B,2,0.1593097448348999,0.8406902551651001
128,2,2,11,B,3,0.17216399312019348,0.8278359174728394
128,2,2,12,B,4,0.8158824443817139,0.18411770462989807
128,2,2,13,B,5,0.818854808807373,0.1811453402042389
128,2,2,14,B,6,0.826056182384491,0.173943892121315
128,2,3,1,A,0,0.856605589389801,0.14339441061019897
128,2,3,2,A,1,0.8211190104484558,0.1788809895515442
128,2,3,3,A,2,0.8233314156532288,0.17666864395141602
128,2,3,4,A,3,0.8104786276817322,0.18952128291130066
128,2,3,5,A,4,0.1689511388540268,0.8310489058494568
128,2,3,6,A,5,0.17576627433300018,0.8242338299751282
128,2,3,7,A,6,0.14316141605377197,0.8568385243415833
128,2,3,8,B,0,0.14316141605377197,0.8568385243415833
128,2,3,9,B,1,0.18287555873394012,0.8171245455741882
128,2,3,10,B,2,0.17924372851848602,0.820756196975708
128,2,3,11,B,3,0.19397346675395966,0.8060265779495239
128,2,3,12,B,4,0.8354582786560059,0.16454170644283295
128,2,3,13,B,5,0.8208608031272888,0.1791391372680664
128,2,3,14,B,6,0.856605589389801,0.14339441061019897
128,2,4,1,A,0,0.8954564332962036,0.10454349964857101
128,2,4,2,A,1,0.826682448387146,0.1733175814151764
128,2,4,3,A,2,0.8291435837745667,0.1708562970161438
128,2,4,4,A,3,0.8084889650344849,0.19151094555854797
128,2,4,5,A,4,0.15097303688526154,0.8490270972251892
128,2,4,6,A,5,0.17530140280723572,0.8246986865997314
